education,height,car,house,weight,constellation,nationality,zodiac,blood,criterias_age,criterias_height,criterias_nationality,criterias_education,criterias_marriage,criterias_location,nickname,marriage,work_location,shortnote
高中中专及以下,157,暂未购车,已购住房,60,白羊座,汉族,马,A,"56,64","170,175",不限,高中中专及以下,离异丧偶,辽宁沈阳,waiting for♂,离异,沈阳,本人性格开朗直爽，有责任心，做事干净利索，心态好，现已退休，现在女儿和我一起生活。来到这里，真心想找一位，有责任心，心态好，真心想成家的男士，非诚勿扰！本人没有邮票！只能看免费信件…
本科,164,已经购车,已购住房,56,巨蟹座,汉族,龙,A,"30,43","170,180",不限,不限,不限,湖南长沙,天使*之吻,未婚,长沙,坐标长沙，工作稳定，周末双休有年假，偶尔会出差，会做饭，在长沙有房车，也可共同再买房，父母都有退休金无负担，喜欢养猫，希望对方三观一致、有责任心，性格开朗情绪稳定，未婚未育。不考虑…
高中中专及以下,160,--,--,--,射手座,--,兔,--,"22,25","170,180",不限,不限,未婚,山东青岛,逍遥,未婚,烟台,我是一个特别内心特别善良的温柔的女孩子。希望交会心疼人的年轻帅气的小伙为男朋友。。。。。。。。。
本科,156,暂未购车,与人合租,50,巨蟹座,汉族,猪,A,"35,40","168,178",不限,本科,未婚,上海,nicole,未婚,长宁,希望通过网络这个平台找到一生相伴人。      我是温柔善良，懂事，但也不失活泼开朗。      平时上班二点一线，休息时有时宅在家里，有时出去朋友、同学聚聚。宅在家里时打扫卫生和…
大专,170,暂未购车,与人合租,60,摩羯座,汉族,猪,O,"32,36","173,178",不限,本科,未婚,北京,蝴蝶妹,未婚,朝阳,北京户口，本科学历，175以上，成熟稳重型的男人，有责任心靠谱的男人优先考虑。...
本科,164,暂未购车,住单位房,52,天秤座,汉族,鼠,O,"24,29","160,190",不限,不限,不限,天津,lanlan,未婚,滨海新区,我是一个很简单的人，生活终究趋于简单平凡。...
高中中专及以下,150,暂未购车,独自租房,45,射手座,汉族,牛,O,"28,38","166,178",不限,不限,不限,广西柳州,婷婷,未婚,柳州,我 相信缘分，我 在等，一直在 等，等待那个真正属于我 的你，你 也 是吗？...
本科,165,暂未购车,暂未购房,--,射手座,汉族,羊,O,"38,48","170,178",不限,本科,不限,广东,虞姬千年后,未婚,广州,"给我一个港湾,也给你一个港湾.茫茫人海,让彼此能多一份期待...."
大专,160,已购车（经济型）,已购住房,52,处女座,汉族,鸡,B,"35,48","168,186",不限,不限,不限,重庆,女人本色,离异,江北,写信的朋友麻烦先看独白！ 骗子和有其他目的的请绕道、非诚勿扰～不要浪费大家时间！...
大专,162,暂未购车,与父母同住,60,天秤座,汉族,牛,AB,"30,40","175,180",不限,大专,未婚离异,上海,别再说我可爱,未婚,杨浦,至视力发育良好，看书识字无障碍的：各种托自觉绕道，非310也望自觉遵守纪律， 身材赛过杨贵妃，脸蛋好比桃花开，文化水平虽不高，但是看书识字还可以，不敢保证人见人爱，花见花开，但保证…
高中中专及以下,160,暂未购车,需要时购置,46,双子座,汉族,蛇,B,"55,65","170,175",不限,不限,离异丧偶,内蒙古海南四川黑龙江重庆,北国飞雪,离异,乐山,"一场错误的婚姻,心中留下的是深深的伤痕,二十一载偊偊独行,有着太多的辛酸与艰辛,虽说经历了人生的许多坎坷与麿难,可却让我在每一次的麿难中学会了坚强,依然对人生充满自信和希望!   …"
本科,159,已经购车,已购住房,54,天秤座,汉族,马,O,"50,60","165,180",不限,大专,不限,不限,等缘的人,离异,昆明,喜欢看看书，有假期的时候喜欢出去旅游。凡事不会强求，喜欢顺其自然。为人真诚，善良。喜欢音乐，打球爬山锻炼身体，外貌不错，身材不错，人也很聪明……坦诚是金，真爱无价，相信缘份，有缘来…
本科,160,--,已购住房,--,处女座,汉族,猪,O,"42,55","165,190",不限,不限,不限,不限,山花灿烂,离异,威海,本人挺恋家的，想安心过一种小日子。----            有没有文化不要紧，我想诚实是很有必要的，因为你在撒谎的时候，别人感觉像看见了马戏团的小丑。那么无知，滑稽，可怜。......
本科,160,已经购车,已购住房,52,狮子座,汉族,狗,A,"37,47","168,180",不限,大专或以上,不限,浙江宁波,有一天,离异,宁波,朝来夕往，共赏流云星斗         　　月升日落，同品一粥一菜        　　执子之手，与子携老        　　——我要的，正是这样的爱情。        　　希望您—…
大专,162,已经购车,已购房,52,摩羯座,汉族,兔,--,"39,49","173,180",不限,大专,未婚,山东济南,love_5,未婚,济南,是我没有遇见缘分，还是没有遇见你，无论外面的世界如何纷繁复杂，只想和你过一种简单的生活，相濡以沫，白头到老...
本科,161,--,--,--,白羊座,--,牛,--,"24,42","不限,",不限,不限,不限,不限,我心飞翔,未婚,金山,生活不是一杯白开水，需要我们认真品尝。生活也不是一把火炬，我们应该保持一颗平静的心。
大专,163,暂未购车,已购住房,--,水瓶座,汉族,虎,B,"54,66","170,190",不限,大专或以上,离异丧偶,江苏南京江苏常州江苏苏州江苏无锡,英子,离异,南京,我希望你有一个宽厚的胸膛，让我如小鸟般偎在你温暖的怀抱    我希望你有一个健康的体魄，让我和你一起饱览世间美景    我希望你有一个好的性格，让我们未来的日子充满阳光    我希…
本科,163,--,--,--,天秤座,--,鼠,--,"23,30","175,180",不限,大专或以上,未婚,河南平顶山,飞扬,未婚,平顶山,每当在寒冷的冬夜黯然神伤，每当在喧闹的人群不快乐的飞翔，我希望自己能够摆脱羁绊，轻舞飞扬
大专,170,--,与父母同住,56,水瓶座,汉族,兔,B,"21,29","175,190",不限,大专或以上,未婚,上海,由由,未婚,长宁,I——Inject投入 L——Loyal忠诚 O——Observant用心 V——Valiant勇敢 E——Enjoyment喜悦 Y——Yes愿意 O——Obligation责任 U——Unison和谐。所以，爱就是投入…
双学士,172,暂未购车,已购住房,58,水瓶座,汉族,鼠,--,"不限,","175,",不限,本科,未婚,上海,拈花一笑,未婚,静安,"上海小姑娘 有长相 有身材 有气质 有房子 有存款 
希望你，脾气好，性格好，是暖男，喜欢下厨，喜欢陪伴，有趣的灵魂，注重双方隐私 
遇见对的人 嫁给爱情 寻找能和我一起吃喝玩乐享…"
大专,160,--,--,--,摩羯座,--,兔,--,"20,27","165,190",不限,本科,不限,辽宁,木石前缘,未婚,锦州,寂寞的夜里，守望星星的石头，等待月亮的第一缕青光，温暖苍白的容颜……
高中中专及以下,156,暂未购车,暂未购房,47,金牛座,汉族,龙,B,"36,45","170,175",不限,不限,不限,重庆,水晶柠檬,离异,九龙坡,关于我：不知道说什么                   因为文字和现实不同...
本科,163,暂未购车,独自租房,52,双子座,汉族,猪,O,"40,或以上","168,190",不限,本科,不限,湖北武汉广东,风谈云听,未婚,广州,"　我遇到猫在潜水, 却没遇到你。    　我遇到狗在攀岩, 却没遇到你。    　我遇到夏天飘雪, 却没遇到你。     　我遇到冬天刮台风, 却没遇到你。    　我遇到的猪都在…"
大专,160,暂未购车,暂未购房,60,水瓶座,汉族,牛,O,"48,56","168,180",不限,大专或以上,离异,上海,沐沐,离异,黄浦,阳光 健康 知性的我 需要同样的男士来陪伴...佳缘平台虽好 也是鱼龙混杂...眼睛要亮一点......
本科,158,--,--,--,巨蟹座,--,牛,--,"24,42","不限,",不限,不限,不限,不限,cherub,未婚,朝阳,"有些人,遇见了,记住了,离去了,淡忘了,都是宿命.当一个人已能很轻松地谈论过去时,那真的已经是过去了!"
硕士,161,--,--,--,天蝎座,--,虎,--,"22,27","160,190",不限,不限,不限,江苏,sophy,未婚,南京,在主动的告别里，生命选择遗忘；在被动的告别里，我们陡然长大。
本科,168,已经购车,需要时购置,52,狮子座,汉族,羊,A,"38,54","174,190",不限,本科或以上,未婚离异,山东,冰月儿,未婚,济南,"你心靠我心，火焰将燃烧 
高校教师，知识家庭，独生子女，爱好广泛，文静大方 
希望遇到品位高雅，有才华的男士，互相信任，坦诚相待。
特此声明，此网站莫名奇妙自动发信，被人怀疑是托，…"
大专,165,暂未购车,住单位房,65,水瓶座,汉族,兔,B,"55,69","不限,",不限,不限,不限,不限,馨莹,离异,哈尔滨,"女人的心是柔软的,因为女人是水做的.在历经生活的磨难后,，我有了一个坚强的外表,但我的内心深处始终是那么的单纯柔弱。我没有邮票，不好意思..."
本科,167,--,--,--,白羊座,汉族,鼠,B,"27,35","175,188",不限,本科或以上,未婚,上海,thaland,未婚,长宁,现在的生活，除了工作，所有的时间都在经营淘宝网店        也是自己的乐趣之一，唯一不好的就是发现自己越来越宅，呵呵～        我讨厌浮华，一切不实在的东西都是浪费时间，…
大专,160,暂未购车,暂未购房,46,狮子座,汉族,鼠,--,"31,37","173,185",不限,大专或以上,未婚,广东佛山北京,画画,未婚,朝阳,快乐的日子，总是令人期待。美好的踪影，正在不远的地方，轻轻召唤。我从千里之外，遍寻你的足迹，只为了合上你的节拍。期待你的出现。。。。。。。。......
本科,160,--,--,--,双子座,汉族,牛,A,"23,30","170,190",不限,本科或以上,未婚,四川成都,poohliao,未婚,成都,我能想到最浪漫的事    就是和你一起慢慢变老    直到我们老的哪儿也去不了    你还依然把我当成手心里的宝...
大专,165,暂未购车,已购住房,58,金牛座,汉族,羊,A,"41,55","170,200",不限,不限,不限,江西,女人可爱,离异,南昌,我的爱情不要暧昧，不要游戏，不要借口，不要谎言，不要灰色地带，不要挖空心思，不要不见天日，不要拖泥带水，不要顾左右而言他，更不要所…...
大专,155,暂未购车,与父母同住,50,白羊座,汉族,兔,A,"40,60","160,190",不限,大专或以上,不限,不限,轻舞飞扬,离异,郑州,2021年7月3日 因账号存在异常登录 照片和有些资料被篡改 和事实不符  未婚 来自河南郑州 感情上若习惯防备，寂寞就多一道墙围，爱情隐隐约约提醒我这一回：再不拥抱就是罪！我站在…
大专,162,--,--,--,天秤座,汉族,猪,A,"30,40","165,180",不限,不限,不限,广东东莞,Flower,离异,东莞,"　　人生苦短,不必遗憾,若是美好,叫做精彩,若是糟糕,叫做经历!我是来为孩子找父亲建立一个完整的家的，如果没有足够抛下世俗眼光的那种强大心理承受力的，接受不了我俩的人请绕道，勿扰!......"
本科,166,已经购车,与父母同住,51,白羊座,--,龙,O,"24,30","176,186",不限,本科或以上,未婚,江苏苏州,weisheigaibian,未婚,苏州,傻瓜都一样，都不懂逃过悲伤，因为总有梦想在身上。
大专,160,已经购车,已购住房,52,摩羯座,汉族,龙,B,"29,40","178,188",不限,大专,不限,江苏苏州上海,伱→dé寳寳,未婚,苏州,只考虑江浙沪人士，请看好这一条，再留言，离异， 有一男孩归男方，目前定居江苏昆山，户口也转到昆山， 有车也有房，希望条件相当、三观一致、生肖相配有进取心、责任心、脾气好的人共度下半…
高中中专及以下,168,已经购车,已购住房,63,水瓶座,汉族,马,A,"55,60","175,185",不限,大专,未婚离异,云南昆明,紫梦依依~~,离异,昆明,　　心碎不一定就是爱情最美的样子!坚信最美的风景就在不远处......   本人个性良好，乐观自信，大气温柔兼备，懂生活有品位，恋家顾家，喜欢家庭和谐温馨的氛围。希望心目中的那个他…
大专,160,--,--,--,射手座,--,龙,--,"20,28","170,175",不限,大专或以上,未婚,上海,usreee,未婚,宜昌,"我愿变成童话里,你爱的那个天使,张开双手,变成翅膀守护你.
你要相信,相信我们会像童话故事里,幸福和快乐是结局."
本科,168,--,--,--,双鱼座,--,龙,--,"20,27","178,188",不限,不限,未婚,江苏,晓琪,未婚,常州,有人说：连接人心脏血管是在无名指上。好希望这辈子有个人紧紧抓住我的无名指，直到我们都慢慢老去
大专,167,暂未购车,与父母同住,55,巨蟹座,汉族,鼠,AB,"25,27","176,180",不限,本科或以上,未婚,河南新乡,麦兜,未婚,新乡,我不是美女，没有优厚的财产，就一普通老百姓，但我有我的快乐，我懂得浪漫，懂得生活，性格开朗，和我在一起你能感染到快乐，非诚勿扰！...
本科,162,已经购车,已购住房,52,狮子座,汉族,虎,B,"24,58","不限,",不限,不限,不限,不限,流浪飘渺,未婚,三明,寻寻觅觅，当我静静坐在咖啡屋的一角，我希望透过温馨的玻璃窗看到你走过，你透过玻璃窗看到的不仅是平凡的我，还是一个执着追求真爱的我
大专,162,已经购车,已购住房,--,金牛座,汉族,虎,--,"24,53","不限,",不限,不限,不限,不限,Ms.trouble,未婚,长沙,"Sometimes affection is a shy flower that takes time to blossom.

有时爱情是朵含蓄之花，需要时间才能怒放。"
大专,165,--,--,--,巨蟹座,--,兔,--,"21,26","160,190",不限,不限,不限,山东,帅和,未婚,青岛,"I love three things,the sun,the moon 
and you,the sun for the day,the moon 
for the night,and you for ever!"
本科,165,已经购车,已购住房,58,双鱼座,汉族,羊,B,"48,57","170,185",不限,本科或以上,未婚离异,江苏,weiwei,离异,南京,喜欢看看书，晒晒太阳，有假期的时候喜欢出去旅游；  为人真诚，善良；外貌不错，身材不错；也勤奋、也聪明……   领证，未育；  家是生活中很重要的部分，我会用心去经营；  希望你是…
本科,163,--,--,--,狮子座,--,鼠,--,"24,31","173,180",不限,大专或以上,未婚,湖南,芥末不辣,未婚,长沙,当一个人看清自己的航行路线是多么迂回曲折的，他最好依靠自己的良心作为领航员。而知道在适当的时候自动管束自己的人，人才能获得真正的…
大专,160,暂未购车,暂未购房,50,水瓶座,汉族,猴,其它,"33,37","170,",不限,大专或以上,未婚,江苏苏州,阿娟,未婚,苏州,我如果爱你——    绝不像攀援的凌霄花，    借你的高枝炫耀自己；    我如果爱你——    绝不学痴情的鸟儿，    为绿荫重复单调的歌曲；    也不止像泉源，    常…
高中中专及以下,163,暂未购车,暂未购房,53,双子座,汉族,虎,A,"55,59","170,180",不限,大专,不限,广东,ﻬஐ夏雪ஐﻬ,离异,深圳,茫茫人海，擦肩而过的人太多太多。相遇就是一种缘。沟通的结果就是份。相信缘分，俗话说的好，有缘千里来相会，无缘对面手难牵。期待您的出现。......
大专,150,--,--,--,双鱼座,--,鼠,--,"24,29","160,190",不限,不限,不限,贵州,坏蓝的泪～,未婚,安顺,奋斗每一天！放弃该放弃的，把握该把握的 ！
大专,164,--,--,--,白羊座,--,兔,--,"23,26","172,175",不限,不限,不限,重庆,jewel,未婚,綦江,没有最好，只有更好。相信自己，相信未来。相识是一种缘分
大专,163,暂未购车,暂未购房,52,金牛座,汉族,鼠,--,"24,29","160,190",不限,不限,不限,北京,好姑娘,未婚,海淀,这个世界上，总有一个人在等你，总有一个人会给你安心的幸福，总有一个人会陪你到老，这个人，要珍惜，要感恩。你是我要找的幸福吗？...
高中中专及以下,159,暂未购车,与父母同住,51,天秤座,汉族,兔,B,"21,25","164,178",不限,高中中专及以下,未婚,湖南永州,L某人,未婚,永州,我不奢望什么，只想过平静的生活，不开心时，能有一个关心爱我的人，我也不要谁来追问我的内心，只是希望自己不要孤独，希望寂寞的时候有人陪…...
高中中专及以下,162,暂未购车,需要时购置,52,天蝎座,汉族,马,A,"55,70","165,180",不限,不限,不限,不限,不惑,离异,佳木斯,择一城终老，遇一人白首。余生中最美的时光是遇到您的那刻起…...
本科,160,暂未购车,暂未购房,50,摩羯座,汉族,猪,--,"26,42","172,190",不限,本科,未婚,辽宁沈阳,橡皮擦,未婚,沈阳,真正的幸福是不能描写的，它只能体会，体会越深就越难以描写，因为真正的幸福不是一些事实的汇集，而是一种状态的持续。幸福不是给别人看的，…...
大专,164,已经购车,与父母同住,49,摩羯座,汉族,猪,B,"28,40","172,181",不限,本科,不限,江苏,寻缘,未婚,南京,我是一位温柔文静又富于个性，端庄稳重但不失幽默的女人，热爱生活，真诚待人，坦诚地面对感情，喜欢音乐、运动、旅游，希望有缘人给我来信。...
本科,157,暂未购车,与父母同住,45,天秤座,汉族,猪,A,"36,45","165,190",不限,大专,离异,广东深圳,violet,离异,深圳,爺爺說：我命中如果不是孤老一生的命，自然而然我的那個他會來到我的身邊；如果註定要一個人過，任憑我如何去尋找，到頭來還是會回到原點！所以，我會等著，等著那個他出現。。。。而你，會是我…
本科,156,--,--,--,天秤座,--,兔,--,"21,28","161,190",不限,不限,不限,湖北,寶貝天蝎座。,未婚,武汉,"¨．哒桃花，  尛桃花 。 
   
    __ |誰昇起,誰⒐s/太陽|."
本科,162,--,--,--,狮子座,--,兔,--,"24,38","不限,",不限,不限,不限,不限,明天的眼泪,未婚,西安,美丽的大学生涯即将结束，面临明天的我该怎样选择自己的路，不用过来的担心未来，只有勇敢的去面对它....
本科,163,暂未购车,与父母同住,54,双鱼座,汉族,狗,--,"28,38","170,180",不限,不限,不限,天津,玄妙的休止符,未婚,和平,对整个世界来说，你是一个人，而对一个人来说，你就是整个世界。我会在这里等着你的到来，期待我们的爱情开花结果，期待把我们的小窝布置得浪漫温馨，一回到家就有幸福的感觉。......
本科,162,暂未购车,与父母同住,47,摩羯座,汉族,鼠,O,"24,41","不限,",不限,不限,不限,不限,vicky,未婚,海淀,"世界上最勇敢的事情,是微笑着,听你说你们之间的爱情...    Tomorrow is another day...            不好意思，我没有邮票，不能看你的回信。..."
本科,170,--,--,--,双鱼座,--,兔,--,"21,26","160,190",不限,不限,不限,天津,茉莉海棠,未婚,南开,有的时候觉得自己有一点的忧郁症！压力很大 寻找热心于创业的朋友
本科,158,暂未购车,独自租房,48,金牛座,汉族,猪,A,"36,40","168,178",不限,大专或以上,未婚,广东广州,人生之美,未婚,广州,湖南益阳人，平时喜欢学习佛学，善人道等传统文化，我是个内心善良，有爱心孝心且容易相处的人，不小了只想找个合适的人结婚，所以请真诚交友，期待遇到有缘的你！......
大专,165,--,--,--,双鱼座,--,兔,--,"21,26","160,190",不限,不限,不限,山东,pei,未婚,济南,抬頭仰望抑郁的灰色，所有的色彩都显的静逸，我依旧想知道那曾經的太陽那里去了!!!
本科,156,--,与父母同住,46,金牛座,汉族,狗,--,"29,42","170,182",不限,不限,未婚离异,湖南,ツ Ｓandy √,未婚,长沙,对整个世界来说，你是一个人，而对一个人来说，你就是整个世界。我会在这里等着你的到来，期待我们的爱情开花结果，期待把我们的小窝布置得浪漫温馨，一回到家就有幸福的感觉。        …
大专,160,已购车（中档型）,独自租房,47,双鱼座,汉族,虎,O,"32,40","173,180",不限,大专,未婚离异,北京,候鸟,未婚,通州,年龄大了，想结婚，生孩子，过柴米油盐的生活。...
硕士,162,暂未购车,与父母同住,55,双鱼座,满族,狗,AB,"33,43","170,190",不限,不限,不限,辽宁盘锦,三月天,未婚,盘锦,我是一名教师， 一个传统补实的女孩子， 我也是一个很快乐的女孩子，希望找到我的有缘人，能够白头偕老，相互扶持走完一生。...
本科,160,暂未购车,已购住房,--,摩羯座,汉族,猴,AB,"56,62","170,175",不限,本科,离异丧偶,北京,little,离异,昌平,"贤淑大方,宁缺勿滥、对待感情专一， 喜欢看书、书法、养花、从事技术管理工作，职称高工、希望对方也是从事技术工作、认真对待感情、爱好差不多的伴侣。如果您不打算结婚的，或同时与多个女性…"
高中中专及以下,160,--,--,43,水瓶座,汉族,猴,O,"27,35","170,178",不限,大专或以上,未婚,江苏苏州,xyq,未婚,苏州,Do not cry because it came     to an end.  Smile because        it happened...
硕士,156,暂未购车,独自租房,50,处女座,汉族,马,O,"不限,","不限,",不限,本科,不限,香港,雅思,离异,香港,志趣相投、舉案齊眉，這樣的相處可以快樂一輩子。    系統總是幫我發出信息，好煩！其實我基本上不主動發的，造成誤會，真的很抱歉！...
本科,163,--,--,49,双鱼座,--,鼠,--,"28,35","175,180",不限,大专,未婚,浙江,人可依,未婚,金华,真心寻找未来的你~~~希望大家都是真心诚意的.
大专,160,暂未购车,已购住房,54,狮子座,汉族,狗,B,"40,50","167,175",不限,不限,不限,湖北,兰月,离异,襄阳,"我觉得今年的我,比去年坚强,是质的飞跃的一年,生活让我学会了坚强的同时,也学会了宽容.开始接受婚姻是一种艺术,也需要经营的说法.曾经不知天高地厚地以为我和别的女人不一样.当世事历过…"
大专,162,暂未购车,已购住房,--,射手座,汉族,马,A,"50,67","168,175",不限,不限,不限,广东深圳,丽丽,离异,深圳,没有邮票我打不开所有来信，来信时，请贴上邮票，谢谢。...
本科,160,--,--,--,摩羯座,--,虎,--,"21,26","160,190",不限,不限,不限,陕西,小乌贼,未婚,西安,希望能够在网上找个朋友，虽然不在一起，依然会依然会成为知己，单单纯纯的聊天，分享自己的快乐和不快乐
大专,163,--,已购住房,--,金牛座,汉族,狗,B,"60,68","165,180",不限,不限,不限,山东辽宁北京上海,秀子,离异,大连,想寻觅伴侣的朋友们：大家好.我住在大连金州区，我有一女已成家，我无任何经济负担，有意的朋友可认识、了解、沟通；我是企业做管理工作退休的，退休金只有2000多。祝世纪佳缘的成员们早日…
本科,156,已经购车,已购住房,55,天蝎座,汉族,牛,AB,"50,60","170,180",不限,大专,不限,广东广州,julia,离异,广州,"喜欢读读书，晒晒太阳，有空的时候喜欢外去旅游。凡事随缘，不会强求，顺其自然。为人真诚，善良。喜欢舞蹈,爱好文学.什么书都阅读。外貌一般，身材富态，人有点儿聪明，来到这里真心找一位有…"
硕士,157,暂未购车,已购住房,52,天蝎座,汉族,鼠,O,"24,36","168,180",不限,本科或以上,未婚,香港,君主焱,未婚,香港,曾经，我的爱好很多：看电影、电视、看书、摄影、旅游、游泳、跑步、跆拳道等等。            现在，基本变成宅女一枚，下班就又要去读书或累得窝在家里，看动画、电影、电视剧；只…
大专,160,已购车（中档型）,已购住房,45,双鱼座,汉族,马,A,"38,48","175,190",不限,大专,不限,陕西西安,我要的幸福,未婚,西安,"加了V X又不主动说话，等着女士主动找话题，回复哦的，就不用浪费大家时间啦！
希望你是一个有责任心，宽容、成熟能够包容我的大男人，当然我也会是一个顾家、体贴、理解你的小女人！......"
大专,160,--,--,50,巨蟹座,壮族,龙,O,"20,27","165,180",不限,本科或以上,未婚,广西南宁,Shirley.N,未婚,南宁,~~我们的半径相等，才能画出一个共同又完美的圆！...
大专,160,暂未购车,暂未购房,47,巨蟹座,壮族,牛,B,"32,38","170,175",不限,大专,未婚,广西南宁,一生爱恋,未婚,南宁,择偶要求：身高170以上，在南宁工作及定居，工作较稳定。因未开通会员，无法每封信都看，如果觉得合适可以多发几信过来，我看到会买邮票看。...
本科,156,--,--,55,处女座,--,鼠,--,"34,48","170,",不限,本科,未婚离异,福建,独一无双,离异,三明,本人不上相，gbf518我祖籍泉州，我在大田县机关单位做财务会计工作，(如有需要可申请福州或者厦门上班），是个具有男性的刚强也有女性的柔弱双重性格的小女人、心地善良、富有同情心；总…
本科,166,暂未购车,与人合租,53,天蝎座,汉族,鼠,B,"24,41","不限,",不限,不限,不限,不限,涩琪,未婚,海淀,我是半杯水，无色无味，找到另外一半，与他同味...
高中中专及以下,155,暂未购车,--,50,射手座,汉族,虎,--,"23,29","165,175",不限,不限,未婚,重庆铜梁,雨雨,未婚,铜梁,来到佳缘抱着一个真诚的心，希望能找到生命中的另一半，和我共度此生...
大专,163,暂未购车,与人合租,47,狮子座,汉族,鸡,AB,"38,54","170,185",不限,不限,不限,不限,冰雪如梦,未婚,深圳,给自己一个信仰，不必一路惊慌，最好的总是在压箱底。...
本科,167,已经购车,已购住房,56,处女座,汉族,蛇,A,"56,","175,185",不限,本科,不限,海南三亚,叶子,离异,三亚,一串又一串的偶然，一串又一串的浪漫，王子和公主从此过上了快乐的日子。许多经典童话到此戛然而止，可现实中的恋人们却会因选择结婚，而…
大专,160,暂未购车,住单位房,48,水瓶座,汉族,马,--,"24,40","不限,",不限,不限,不限,不限,小瓶盖,未婚,普陀,简单平凡的我，愿交天下挚友！我的世界因你们而精彩！
大专,160,暂未购车,暂未购房,55,处女座,汉族,猪,A,"36,46","168,176",不限,大专,未婚离异,广西南宁,A THUAT,离异,南宁,爱情几时有，把头问上苍，想知人生几何，唯有一切随缘。我是一个相信缘份的人，为人真诚、善良、开朗、乐观，爱好音乐、看书、逛街，偶尔喜欢睡懒觉，凡是不会强求，喜欢顺其自然，很希望在这里…
本科,167,--,--,--,双鱼座,--,龙,--,"20,35","175,",不限,不限,不限,台湾台湾,Mandy,未婚,太原,每個人都努力活出自己的故事...因為...所以...我很重要...
本科,159,--,--,--,巨蟹座,汉族,猪,--,"23,42","155,190",不限,不限,不限,上海,viciouy,未婚,徐汇,开心厨房，温馨卧室，表达爱意的小装饰，恬静的香氛，甚至是自己亲手烘烤的蛋糕，花样翻新的烛光晚餐，情调独具的惬意下午茶，爱情不因岁…
高中中专及以下,159,暂未购车,已购住房,49,处女座,汉族,猴,O,"48,52","170,180",不限,不限,离异丧偶,湖南郴州,飘,离异,郴州,一个人的生活，自由，但有点孤寂。碰不到合适的人，我宁愿孤独终老。(推销、传销、骗子、要求加QQ和微信然后拉人进群者不要发信，不要浪费彼此时间)......
大专,158,暂未购车,住亲朋家,--,水瓶座,汉族,猪,A,"30,38","160,170",不限,大专,未婚,广西桂林,だ絕恋の幻ぷ,未婚,桂林,我是一个平凡的人，为人真诚， 性格比较内像，我希望找到一份真正的爱情！希望那些以游戏态度，还没有打算结婚的帅哥们，就请不要打扰我了。我不希望浪费彼此的时间。希望找个包容心强、孝顺、…
高中中专及以下,161,--,已购住房,58,狮子座,汉族,牛,B,"59,62","171,185",不限,不限,不限,上海,紫烟,离异,松江,本人上海人，用身份证实名注册，资料是真实的，儿子2019年底结婚，现在本人独居，余生希望找一个温柔点的伴侣，过着平平淡淡简简单单的日子，有机会外面出去走走，希望轻轻松松开开心心的相…
大专,166,暂未购车,与父母同住,63,巨蟹座,汉族,兔,B,"60,70","170,190",汉族,本科或以上,不限,北京国外上海美国,jump26,离异,杨浦,是我没有遇见缘分，还是没有遇见你，无论外面的世界如何纷繁复杂，只想和你过一种简单的生活，相濡以沫，白头到老。 下过乡，当过兵，扛过枪，经历过种种磨难，有一颗强大的心，也有小女人的温…
博士,163,暂未购车,已购住房,49,白羊座,汉族,猴,A,"33,45","170,190",不限,本科或以上,不限,上海,pengpeng,未婚,浦东新区,之前一直忙于学习和工作，现在对自己的工作和生活重新做了规划，也为未来的家庭生活做好准备。工作还好，朝九晚五，不像以前无休止的加班，现在偶尔加班。  总有人问我理想中的婚姻生活是什么…
大专,160,暂未购车,暂未购房,70,双子座,汉族,鸡,O,"50,55","170,178",不限,大专,离异,河南河北,梦起飞时,离异,濮阳,但愿人长久   千里共婵娟        也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。......
大专,163,--,--,--,摩羯座,--,牛,--,"30,48","175,",不限,本科或以上,未婚离异,上海美国,真爱好难,离异,静安,缘分天注定。。。        站在真爱面前，我就是个希望被真爱拥抱着的女人。。。            一切随缘。。。...
本科,174,--,--,--,水瓶座,汉族,鼠,--,"24,29","160,190",不限,不限,不限,河南,多多洛,未婚,郑州,水瓶座女生，喜欢运动，热爱狂想，努力上进，希望自己的人生过的丰盈充实
本科,159,已购车（中档型）,与父母同住,48,水瓶座,汉族,狗,B,"35,41","172,",不限,大专或以上,未婚离异,上海,石小熊,未婚,静安,"上海人，土生土长，长得小巧，性格开朗 
单身未婚，有眼缘找我～～ 
希望未来有一天，能有个人能一起并肩作战，度过每一个难熬的日子；但在此之前，我会经营好自己，独自灿烂 
虽然没能在…"
本科,165,已经购车,已购住房,58,双子座,汉族,虎,O,"48,63","170,197",汉族,大专,离异丧偶,广东深圳,水为之,离异,深圳,您好!       我是广东人，身上遗传着客家女人勤劳善良的美德。我美丽大方，身材匀称，性格开朗，气质好，修养佳，为人热情真诚，宽容大度。 　　在家，我喜欢收拾屋子，喜欢整齐干净，…
本科,161,暂未购车,--,--,处女座,汉族,牛,B,"23,28","160,190",不限,不限,不限,广东,玻璃球,未婚,深圳,Hi，Just want to know some friends here
本科,160,暂未购车,暂未购房,51,狮子座,汉族,牛,A,"24,42","不限,",不限,不限,不限,不限,manamarystar,未婚,桂林,来到这里是个偶然，遇见你也许也是偶然，过去的已然过去，未来的还没有到来，我们都不知道下一颗巧克力的味道，无数个偶然或许就是生活送给我…...
