education,height,car,house,weight,constellation,nationality,zodiac,blood,criterias_age,criterias_height,criterias_nationality,criterias_education,criterias_marriage,criterias_location,nickname,marriage,work_location,shortnote
本科,169,暂未购车,已购住房,65,射手座,汉族,蛇,B,"31,37","157,165",不限,大专或以上,不限,广东,linye1977,未婚,广州,一个在山沟里待了很多年的人（广州户口，老家江西，靠近湖南），不会回老家的男子。     烟不沾和酒基本不沾（酒量小，过敏：红），生活作息相对规律。     原自诩知…
大专,177,已经购车,已购住房,90,白羊座,汉族,狗,A,"30,40","155,175",不限,不限,未婚离异,辽宁抚顺辽宁沈阳黑龙江绥化,愿得一人心,未婚,抚顺,本人生于1982年生肖狗，来自黑龙江，已定居抚顺。净身高177cm体重100kg左右。学历大专从事机械设计工作，收入不高只有4000。已购房无贷款。家境一般没存款也没欠款来这里希望…
硕士,174,已经购车,已购住房,65,天蝎座,汉族,猪,AB,"27,34","163,170",不限,大专,未婚,安徽,麦田,未婚,马鞍山,1、个人生活概况：不抽烟、不喝酒、不逛夜店，平时生活规律+自律，有健身习惯……厨艺尚可！因自主创业，一直忙于工作+圈内异性仙女少，感情经历相对空白+简单。  2、希望你是：一个——…
硕士,176,已经购车,需要时购置,72,水瓶座,汉族,鸡,O,"18,30","161,170",不限,不限,不限,美国,佳缘会员,未婚,新泽西州,在美国没有办法关联到人民币账户，买不了邮票，所以打不开信件。如果不能及时回信还请小姐姐见谅。简单介绍一下我自己，美国NJIT计算机硕士跟JWU MBA金融方向。至于相册里的照片是从…
本科,177,已经购车,已购住房,70,巨蟹座,汉族,狗,B,"22,25","162,172",不限,大专或以上,未婚,福建厦门福建泉州福建漳州福建龙岩,Andylau☆,未婚,厦门,成长于一个平凡却温馨的家庭                                   真诚寻找另一半，相互扶持，白头偕老                   不在厦门的朋友就不要给我写信了以…...
大专,181,已购车（中档型）,已购住房,74,射手座,壮族,龙,O,"39,49","不限,",不限,不限,不限,不限,志在远方,离异,珠海,一个人的天空很蓝，蓝的有点忧郁。一个人的日子自由，自由的有点孤单；一个人的日子，背影多了份孤独，身边少了份快乐；一个人的日子，心灵多了份宁静，面容添了一丝忧郁……有人心疼我的那一份…
大专,170,暂未购车,已购住房,70,狮子座,汉族,马,AB,"40,65","不限,",不限,不限,不限,不限,愚人★,离异,无锡,缘来惜缘，缘去随缘。不经意间孤灯只影巳三个春秋，一月黑风高夜晚，夜不能寐，梦见一长者飘然而至，定晴一看，乃月下老人是也！曰：网上…
硕士,170,暂未购车,已购房,73,天秤座,汉族,狗,O,"28,41","158,165",不限,大专或以上,未婚,广东,珠海之子,未婚,珠海,老大不小了，诚意征婚！本人内在素质好，外在由女方评价，找个合眼缘，彼此默契，心灵相通，观念接近，过日子的女人！  我有很强的传统道德观念，品德高尚，无不良嗜好，不沾烟酒，不打牌，不…
本科,168,暂未购车,已购住房,50,双子座,汉族,鼠,B,"29,45","158,166",不限,大专,未婚,不限,一克拉的眼泪,未婚,东城,郑重声明: 由于长时间不上佳缘，佳缘账号和QQ号被非法人员盗用。给你们带来麻烦，特此抱歉！   首先简单的自我介绍：我出生在北京，本人喜欢旅游、音乐，美食，喜欢大自然。我渴望有一天…
大专,170,暂未购车,与父母同住,--,白羊座,汉族,狗,--,"26,37","155,175",不限,不限,不限,上海,Little Wind,未婚,闵行,找一个最爱的深爱的想爱的亲爱的人来告别单身。...
大专,182,已经购车,已购住房,75,天秤座,汉族,虎,O,"26,38","不限,",不限,不限,不限,天津,順⒎zì繎.♡,未婚,河西,发信 请发5次  无法确认 是否系统群发...
硕士,179,暂未购车,已购住房,79,金牛座,汉族,鸡,O,"43,49","150,180",不限,大专或以上,离异,辽宁锦州,风中涅磐,离异,锦州,生命中，不断的有人离开或进入，看见的、看不见的，记住的、遗忘的；生命中，不断的有得失和失落，看不见的、看见的；遗忘的、记住的。但我希望有你在生命里。......
本科,176,已经购车,已购住房,65,巨蟹座,汉族,羊,O,"不限,","160,177",汉族,不限,未婚离异,北京,Motoaki,未婚,东城,其实，你喜欢一个人，就像喜欢富士山。你可以看到它，但是不能搬走它。你有什么方法可以移动一座富士山呢？回答是，你自己走过去。爱情也是如此。......
硕士,175,--,已购住房,70,摩羯座,汉族,鸡,--,"30,40","160,170",不限,不限,不限,不限,tiger cat,离异,深圳,出租车在暗夜里载着我前行，夜越来越黑也越来越沉。我向来不是一个多话的人，与出租车司机简单的寒暄后便不再做声，任由司机载着我在这漆黑的暗夜里穿行。离目的地还很远，一时半刻还不能到达。…
本科,172,已经购车,已购住房,--,摩羯座,--,龙,O,"35,或以上","155,170",不限,不限,不限,上海,shhk,离异,徐汇,简单、幽默，彼此了解....................
大专,170,已经购车,住单位房,62,摩羯座,汉族,猪,AB,"50,66","158,168",不限,不限,不限,四川,锦,丧偶,成都,拾起一片经霜的枫叶，抹去眼角的泪点，太多温柔的伤口写尽一生痴绝梦，共夕阳搅动这万里山水。天苍苍路漫漫， 风在飞心在盼情会靠岸，愿旋律和谐颤动。    一向年光有限身。等闲离别易销魂…
本科,170,暂未购车,已购住房,65,双子座,汉族,兔,A,"50,60","155,165",不限,大专,不限,广东深圳,连生,丧偶,深圳,"我是山东人,97年从天津调入深圳工作,现已退休.之前是军工国企的高级工程师和总经理.有一子,已成家,在深圳各有住房不在一起居住. 我爱好国画.书法.唱歌等. 愿找一个端庒.气质和素…"
本科,177,已购车（豪华型）,已购房,73,摩羯座,汉族,牛,A,"38,50","146,166",不限,不限,不限,重庆,等待缘分,丧偶,南岸,"横看成岭侧成峰,远近高低各不同。不识庐山真面目,只缘身在此山中"
硕士,165,暂未购车,已购住房,55,处女座,汉族,兔,AB,"30,40","160,170",不限,大专或以上,不限,海南,诺亚,未婚,儋州,各位：        大家好！    个人介绍：        我是一名高校教师，从事计算机和网络的教学和管理工作。喜欢运动、摄影、热爱教育事业！    个性签名：…
本科,174,--,已购住房,72,巨蟹座,汉族,猴,--,"30,41","165,171",不限,不限,不限,广东深圳广东东莞广东佛山,ddwinner,离异,深圳,世界在我心中，梦想在我脚下。唯独感情不可勉强，只可遇，不可求。
本科,182,暂未购车,已购住房,75,双子座,汉族,猪,O,"30,35","160,172",不限,不限,未婚,辽宁沈阳,齐荠,未婚,沈阳,），身高182cm，体重73公斤，哺乳纲灵长目。是常年昼出夜伏的一种直立（智力）动物。外形修长，反应敏捷，且兼具爆发力。有固定巢穴。平日活动多以游泳、撸铁、爬山为主。还巢则以阅读、…
本科,165,暂未购车,已购住房,60,摩羯座,汉族,兔,A,"44,55","158,",不限,大专或以上,不限,四川成都四川乐山四川眉山,温柔兔,离异,成都,唏嘘感慨：不少男女都是要求对方怎样怎样！  弱弱问一句：你有想过你能带给对方什么吗  第一张为2021.12.22偶遇近照  [近段时间呆在成都·很少在乐山·其他时间国内]  哎·寻个......
本科,180,已经购车,已购住房,80,双子座,汉族,猴,AB,"28,40","160,175",不限,大专或以上,不限,湖北武汉,顺其自然,离异,武汉,"只想寻找简单的幸福,寻找真实的爱!有了爱的生活,未来将充满阳光.希望能够有缘分遇到我爱的她!我将用我的一生去关心,去呵护!        本人不抽烟，平时不喝酒（偶尔应酬），不赌博…"
本科,170,已购车（中档型）,已购住房,70,天秤座,汉族,猴,A,"30,45","153,170",不限,不限,不限,广东,若明,离异,云浮,(本人真诚征婚，资料认真属实。本人真诚寻找结婚对象，谢绝传销，抽烟赌博，推销产品，花篮以及各类托。本人不需要也不会向任何人借一分钱，也不会向任何人推销什么基金理财之类的东西，希望大…
本科,168,暂未购车,已购住房,65,巨蟹座,汉族,龙,A,"不限,","不限,",不限,不限,不限,不限,朝阳升,未婚,长沙,结婚生子，正位凝命。 如蒙不弃，惜之宠之。 男强不息，女德载物。 夫妻同心，其利断金。 一日三餐，半世浪漫。 朴实平淡，相濡以沫。 点滴真情，共同经营。 修身齐家，互相成就。 阴阳和合......
本科,182,暂未购车,需要时购置,70,天秤座,汉族,鸡,B,"18,35","163,175",不限,不限,未婚离异,广东天津江苏湖北,kent,未婚,深圳,我觉得两个人的爱情是两个人一起经营出来的，因为激情是短暂的，真情是永远的；两情相悦相吸是短暂的，真情相厮相守是永远的。所以我相信我们的爱情随着时间的推移，它就像陈年的酒一样越放越醇…
大专,174,已购车（中档型）,已购房,67,摩羯座,汉族,猪,O,"18,35","158,178",不限,不限,不限,辽宁沈阳,云御风,未婚,沈阳,目前已购买 2处婚房，全款无外债，在日本三菱公司工作(公司投资建设在沈阳)，无期限合同，工作十分稳定。公司福利待遇非常好，一直远远超出自己想象。本人不上相… 但是十分耐看。不抽烟 …
大专,173,暂未购车,已购住房,68,巨蟹座,汉族,兔,A,"36,46","150,165",不限,不限,离异丧偶,重庆,一个人的寂寞,离异,渝中,本人认真踏实无恶习，真诚征婚，希望近期结婚成家过日子，求有同样想法的女士来， 73年，离异5年，有个10岁女儿随我，跟奶奶住，物业公司经理，父母及本人都是渝中区土著，传统家庭，知书…
大专,172,暂未购车,已购住房,60,摩羯座,汉族,牛,O,"27,46","155,170",不限,不限,不限,浙江宁波,"旭日东升, 朝阳♨",未婚,宁波,人在路途:人生如梦，梦如人生……               &am…
本科,175,已经购车,与父母同住,--,水瓶座,汉族,龙,--,"20,30","160,170",不限,不限,未婚,北京,太阳雪♥,未婚,丰台,太阳出来时，雪人就会融化，心里还是会忍不住难过，我要赶在雪融之前，热情地拥抱你，大声告诉你：我想永远和你在一起！
本科,171,已经购车,已购住房,67,天蝎座,汉族,羊,B,"23,41","150,170",不限,不限,不限,四川成都,晃晃悠悠,离异,成都,爱是责任，爱是一辈子的承诺，爱是相互的扶持，有伟大的爱情，有轰轰烈烈的爱情，然而，我从来就相信爱情应该渗透在生活中的点点滴滴，关心，鼓励，两个人不离不弃，平凡而不平淡，浪漫温馨。.…
本科,176,暂未购车,已购住房,70,双子座,汉族,龙,A,"28,35","158,171",不限,不限,未婚,湖北武汉,流逝♪,未婚,武汉,刻骨铭心的爱不需要太多的修饰    平淡的生活掩盖不住那对视中的情意    心灵的距离不在是沟通的界限    岁月的沧桑蚕食不了牵手的期待...
本科,176,已购车（经济型）,已购住房,--,天蝎座,汉族,龙,O,"35,48","不限,",不限,不限,不限,湖北,天涯情旅,离异,武汉,喜欢看看书上上网，有时还做点运动，身材匀称，体格健壮，想找一位温柔漂亮的女人相陪
大专,170,--,已购住房,65,天秤座,汉族,兔,B,"25,45","155,170",不限,大专或以上,不限,广东深圳湖北武汉湖北咸宁,户外运动♡,离异,深圳,"感谢生活给了我太多,我现在平静而快乐的生活!       与人为善的我赏识身边认识的每一个朋友!       走过了人生风雨岁月,我更加倍的热爱生活.        如…..."
本科,165,已经购车,已购住房,65,射手座,汉族,兔,AB,"20,32","155,165",不限,不限,不限,重庆,晒太阳的鱼,离异,九龙坡,我是一个男人，希望找到一个属于自已宁静的家。平淡才是生活，安静是我的性格。...
硕士,177,已经购车,已购住房,73,双鱼座,汉族,龙,O,"33,","164,174",不限,本科,未婚,北京,大海微波,离异,海淀," ；    希望我们能尽快步入婚姻    －  偶年龄大了，嘿嘿             ；    骨子里不崇洋媚外,但不俱喜欢西方文化的——  毕竟还在那生活......"
本科,175,已经购车,独自租房,68,水瓶座,汉族,羊,O,"30,38","160,170",不限,大专或以上,未婚,广东,海,未婚,东莞,来这缘分的平台是希望找一个过日子她，彼此共同经营好我们的未来，走在一起是缘分，一起走是幸福，希望你是和我一起并肩前行的人，无论一路上是风雨兼程还是阳光明媚，我们都一起走下去，不离不…
硕士,180,已购车（经济型）,已购住房,80,巨蟹座,汉族,猴,O,"25,45","157,175",不限,不限,不限,不限,一路同行★☎,离异,石家庄,希望你是真诚的.非诚无扰，随缘。 我只能看免费信件！！强调一下，我只能看免费信件！ 不能回复，有意请留下联系方式。...
大专,178,已经购车,已购住房,65,处女座,汉族,鼠,A,"30,40","150,170",不限,不限,未婚离异,湖北,快乐森林,离异,武汉,"我想在这里找到一个最合适的,愿意放弃最好的.你是最合适我的另一半吗!"
大专,175,已经购车,已购住房,75,处女座,汉族,虎,A,"18,40","155,226",不限,高中中专及以下,不限,不限,为人民服务,离异,南京,我是一个性格内外兼备的男孩子，我大学毕业后去部队当兵，当兵之前家里人很反对，我只说了，不当兵后悔一辈子，当兵最多后悔两年，我选择了部队我不后悔，在部队参加过08年汶川抗震救灾，我业…
本科,171,暂未购车,已购住房,65,天蝎座,汉族,兔,B,"35,40","162,171",不限,大专,未婚离异,广东深圳,呆瑞,未婚,深圳,为什么找女朋友那么难？  没有一见钟情的资本，  又缺少日久生情的条件。...
本科,177,已经购车,已购房,78,天秤座,汉族,鼠,A,"不限,","不限,",不限,不限,不限,不限,andrew,None,东城,两人相爱，需要互相理解\\相互护持，你好，很高兴认识你！...
本科,171,已购车（经济型）,已购房,65,巨蟹座,汉族,龙,B,"24,35","153,165",不限,不限,未婚,广东深圳广东惠州广东东莞广西南宁,Simple life.,未婚,深圳,很久了，都没有修改过。    匆匆忙忙又过了几年，还是老样子，随遇而安吧。    是非错对已看多，只是立场观点不一样而已。    其实好多事情是强求不来的，心态平和最好，凡事不会去…
本科,175,暂未购车,已购房,67,白羊座,汉族,牛,B,"32,38","160,170",不限,大专,未婚,陕西西安,彬彬,未婚,西安,"感谢关注!我是以真诚的态度寻找值得爱的另一半,正直上进有责任心一直是自我的要求.希望未来的她:身心健康无遗传病史，端庄，脾气性格好,通情达理有教养.情感经历简单。目前从事高科技方面…"
大专,180,已经购车,已购住房,75,白羊座,汉族,马,AB,"30,40","165,175",不限,大专,未婚,广东,ken,未婚,深圳,花落一地散落成歌，心碎千遍飘落成雨．    生命里，最舍不得的那一页，总是藏的最深。...
大专,178,暂未购车,已购住房,71,天秤座,汉族,猴,B,"42,50","160,167",不限,大专,不限,上海,情是零度的冰,未婚,浦东新区,我的愿望是想通过佳缘找到一个合适我的另一半！...
本科,188,已购车（经济型）,--,88,摩羯座,汉族,虎,O,"26,37","168,195",不限,不限,不限,河北保定北京,红月Love,未婚,保定,一曲肝肠断，天涯何处觅知音。陪伴才是最长情的告白。希望遇到那个你。...
本科,170,已经购车,已购住房,70,水瓶座,汉族,牛,O,"35,39","158,167",不限,大专或以上,未婚离异,不限,扬帆远航,离异,长宁,本人闪婚未育，希望婚后有爱情的结晶。真诚善良大方的我在感情上非常专一，事业上也有了一点点成就，虽然是一点点成就但是我并不满足骄傲。目前的辉煌是靠着自己一步一步的锻炼和磨练的结果。家…
本科,180,暂未购车,--,80,天蝎座,汉族,虎,O,"35,40","165,180",不限,不限,离异,山东青岛,sean,未婚,青岛,"为爱结婚,牵手到永远,不会给你太多物质上的,但别人有的我们也会有,让你感到和我在一起是幸福的... ..."
本科,174,已购车（经济型）,已购住房,60,摩羯座,汉族,兔,AB,"22,40","不限,",不限,不限,未婚离异,广东深圳,蒋枫,未婚,深圳,开心厨房，温馨卧室，表达爱意的小装饰，恬静的香氛，甚至是自己亲手烘烤的蛋糕，花样翻新的烛光晚餐，情调独具的惬意下午茶，爱情不因岁月流逝而消减，爱情不因生活琐碎而平淡，我们一起来经营…
本科,170,已购车（中档型）,已购住房,65,天秤座,汉族,猴,B,"20,33","160,170",不限,大专或以上,未婚离异,湖南湘潭湖南长沙湖南株洲,星辰大海,未婚,湘潭,本人为全国注册一级建造师（双一级），土木高级工程师，某行政事业单位党政领导(副局长）。本人非常优秀，已经达到一定高度（由于身份特殊，本人相关信息资料可以在互联网上查询），喜欢纯真，…
本科,175,暂未购车,已购住房,73,狮子座,汉族,牛,A,"不限,","160,175",不限,不限,未婚,湖北,boohonp,未婚,新加坡,"我热爱旅游去过很多地方,希望认识各地朋友"
本科,171,已经购车,已购房,73,狮子座,壮族,马,O,"22,42","158,168",不限,大专,未婚离异,广东,罗罗,离异,深圳,"真希望在茫茫人海中能找一个我爱和爱我的人携手共度一生！
 爱情不是儿戏，承担的更多是责任，毕竟生活并不总是一帆风顺！
 希望对方人品好，善解人意，有上进心。160CM以上长头发的未…"
本科,180,已购车（豪华型）,已购房,80,天蝎座,汉族,牛,B,"23,30","162,",不限,本科,未婚,上海,某生者,未婚,浦东新区,"曾经未来的那个她在我心中有着一个很清晰的模样,但是随着时间的流逝,我发现她的样子已经越来越模糊了,或许本不需设定太多具体的条件,只要相信命运的安排就好了~......"
本科,170,已经购车,已购住房,63,巨蟹座,汉族,兔,B,"46,51","156,166",不限,大专或以上,不限,浙江,寂寞寒夜♡,离异,绍兴,"让人生不再寂寞，让心灵伴你同行，让生命再次歌唱,让快乐伴我们飞翔！..."
大专,181,暂未购车,已购住房,82,巨蟹座,汉族,龙,B,"40,50","164,178",不限,不限,未婚,上海,kxg,未婚,徐汇,"我热情,开朗,对人真诚，希望在世纪佳缘认识你。.............."
本科,173,已经购车,已购住房,64,金牛座,汉族,猪,B,"31,39","161,173",不限,不限,不限,北京,无缺,离异,海淀,"爱是怎样一种领悟．．． 一直学着热爱生活,试着感悟人生 喧嚣过后,曲终人散,慕然回首,竟无人喝彩...     不要因为寂寞而爱错人，更不要因为爱错人而寂寞一生！     不会责怪…"
硕士,170,已经购车,已购房,73,金牛座,汉族,猴,B,"30,41","165,178",不限,大专,未婚离异,不限,nik,离异,深圳,我是一名建筑设计师，现在在深圳从事建筑艺术设计，崇尚美的一切。我会俄语，英语不怎么好。在乌克兰呆了8年学建筑学，建筑学硕士，2002年我回到中国，目前在家建筑设计公司做设计总监工作…
大专,173,已经购车,已购住房,70,水瓶座,汉族,龙,--,"28,36","158,165",汉族,大专或以上,未婚,广东广州,sam2000,未婚,广州,广东人，77年，属蛇。来佳缘就是想找到一个能携手一生的女生，共同组建一个家庭。可以在未来的日子里相互陪伴，相互扶持，相伴到老。...
本科,176,暂未购车,已购住房,72,天蝎座,汉族,马,O,"28,38","150,170",不限,不限,不限,不限,爱的神话,离异,郑州,"既然选择了飞翔,就不会畏惧风浪；
虽然曾经遍体鳞伤,但我相信梦就在前方！
---------人间知音难觅，天涯芳草难觅！"
大专,178,暂未购车,暂未购房,80,处女座,汉族,蛇,B,"55,60","156,165",不限,不限,不限,四川成都,j-9336,离异,成都,时光静好，与君语。细水流年，与君同。繁华落尽，与君老。...
本科,176,已经购车,已购住房,65,天秤座,汉族,猴,B,"24,42","154,175",不限,大专,不限,北京,wanee,离异,丰台,我出生在山西太原，小学时候跟父母一起迁回北京开始生活。工作比较稳定，和同事相处也很融洽。生活圈子简单，生活比较规律，喜欢早睡早起，饮食清淡。因为经历过一次失败的婚姻，从中也明白了三…
本科,170,暂未购车,已购住房,68,双子座,汉族,狗,B,"35,48","155,170",不限,不限,不限,福建福州,一个人生活,离异,福州,人生正道是沧桑.-----相逢何必曾相识.
本科,182,暂未购车,独自租房,70,水瓶座,汉族,狗,O,"20,30","不限,",不限,不限,不限,陕西西安,木村野,未婚,西安,人生可以当成一场游戏，但不能去游戏人生．对事认真，对人负责，是我做人的原则．千万别错过认识我的机会！！欢迎来信方便时留下QQ谢谢！...
本科,178,已购车（豪华型）,已购房,78,巨蟹座,汉族,蛇,--,"36,49","155,180",不限,不限,离异丧偶,不限,有情饮水饱,离异,成都,真诚找另一半，非诚勿扰……...
本科,182,已购车（经济型）,已购住房,90,天蝎座,汉族,猪,B,"29,44","158,180",不限,不限,未婚离异,辽宁大连,起名确实很难☆☆♡,未婚,大连,无聊人士勿扰。真心交友，共度人生。希望能在这里与有缘人相遇。...
本科,175,--,--,67,巨蟹座,汉族,兔,--,"不限,","不限,",不限,不限,不限,不限,piter,未婚,美国,希望找到另一半的我， 在真心的等待。希望你美丽大方， 善解人意，温柔善良。
本科,174,--,已购住房,65,摩羯座,汉族,龙,--,"45,50","165,170",不限,不限,不限,天津北京,chongwen,离异,南开,七绝--偶成        闻说‘世纪’花如锦，        来到‘佳缘’梦已新。        何处天涯无芳草，        但祈此地有知音。...
本科,183,暂未购车,已购住房,80,天秤座,汉族,鸡,其它,"18,60","163,175",不限,不限,未婚离异,陕西西安,飞杨,未婚,西安,为qmsoft什么大家都在删除已经认识的好友，反而期待下一个陌生人世纪佳缘上的女人大部分如此，也许今天你们见面了，吃饭了，还聊的挺好，过几天，她就会删除你，而你发现，她依然天天是…
本科,172,暂未购车,已购住房,62,处女座,汉族,鼠,O,"21,39","160,169",不限,不限,未婚离异,上海,Roarjen,未婚,宝山,从小生活在一个很普通的职工家庭，在我眼里爸爸是个聪明也勤恳的人，只是性格保守，也许我是继承了他的这个特质吧，不过他也一直灌输我各种新世界的理念，鼓励我成为一个有品的男人。母亲，并不…
本科,180,暂未购车,已购住房,80,双子座,汉族,猪,A,"22,52","170,210",不限,不限,不限,北京,Josh,离异,丰台,爱上一个人，就一定会爱上那个伤心的车站。...
硕士,180,已经购车,暂未购房,80,天蝎座,汉族,猴,A,"48,58","不限,",不限,不限,离异丧偶,不限,龙公子,离异,滨海新区,欲将心事付瑶琴，知音少，弦断有谁听。 若有缘，请与我同行，陪我从人间走到到天堂。  封面照是2013年的，其他照片是2010年的。 因为照片很少。 抱歉！......
本科,175,已经购车,已购住房,70,白羊座,汉族,猪,AB,"20,35","155,175",不限,不限,不限,贵州重庆四川,野哥,离异,南岸,"嘿么久已前,有一份嘿吃皮安逸的爱情摆倒老子当门,老子雾独独的没球看懂,当他跑球了的时候,把老子呕惨了,我扑爬连天黑起勾子去碾都没碾球倒,到还着一拓鹅板石款拽了,达了一扑爬,害得老子…"
本科,176,已经购车,已购住房,80,金牛座,汉族,牛,A,"28,45","160,170",不限,不限,未婚离异,国外广东福建,蝶梦缘,离异,深圳,"请年纪太大的、离异有男孩的、不想生育的、偏远地区的，真实身高1.6米以下的，信仰外国教会的，请勿来信了。
我想要寻找的对象，要合眼缘，希望年轻点（前任小我8岁），最重要的是性格温柔…"
本科,165,暂未购车,已购住房,60,双鱼座,汉族,蛇,O,"28,39","155,170",不限,不限,不限,河南漯河,风起的日子,离异,漯河,愿得一人心 白首不相离...
大专,182,已经购车,已购住房,75,天秤座,汉族,鸡,A,"28,42","160,180",不限,不限,不限,辽宁辽阳,御用闲人,未婚,辽阳,找到你，在一起！！！！！！永远不分开！你在哪里！...
硕士,167,已经购车,需要时购置,60,处女座,汉族,猴,B,"36,40","161,168",不限,大专或以上,未婚离异,湖北,robert lee,未婚,孝感,"I&#039;m one kind_hearted, clever, deligent and mature man, ..."
本科,175,暂未购车,已购住房,64,天蝎座,汉族,猪,B,"26,38","155,172",不限,大专或以上,未婚离异,上海,晓风残月,未婚,宝山,每次到了夜深人静的时候我总是睡不着，    我怀疑是不是只有我的明天没有变得更好，    未来会怎样究竟有谁会知道，    幸福是否只是一种传说我永远都找不到。......
大专,162,已经购车,--,--,摩羯座,汉族,鼠,B,"49,","不限,",不限,不限,不限,国外,sunny,离异,美国, 台湾來美三十多年，離婚独居，在波士頓一呆就是廿年，唯一自豪的是老的特别慢，全身体格，生理，檢查全A，比美四十歲，髪不白，眼不花，腰龫直，几十年没病没痛，我最陌生的人就是医生，我…
本科,175,暂未购车,已购房,86,射手座,汉族,鼠,AB,"30,36","160,170",汉族,本科,未婚,北京河北天津,锅贴,未婚,朝阳,之前写的太长，简单点，找老婆结婚，如果发信一定是自己写的（系统会自动发信有点无语），就这样吧...
大专,178,暂未购车,住单位房,90,水瓶座,汉族,羊,A,"32,42","160,178",不限,高中中专及以下,离异,广东深圳,Mike,未婚,深圳,"有缘千里来相会,无缘对面不相识!祝天下有情人终成眷属                             n"
硕士,171,暂未购车,需要时购置,68,狮子座,汉族,马,O,"33,38","160,169",不限,本科,未婚离异,上海,cloudken,未婚,浦东新区,静静的平衡木，凉凉的白开水。    时刻保持清醒的认识和定位，但愿在这里能结识有缘人。    能在自己的生命旅程中留下印记的人其实是很难得的，难道不是吗？    真诚交友，平等对待…
本科,175,暂未购车,已购住房,--,天蝎座,汉族,牛,AB,"28,38","160,180",不限,本科或以上,未婚,北京,简昊,未婚,西城,有几个问题我想澄清一下。我是短婚未育，房子在通州。有小孩的诸位就算了，没有别的意思，心胸还没那大而已。另外，会下围棋最好。...
大专,160,暂未购车,已购住房,52,双鱼座,汉族,鸡,B,"36,49","160,165",不限,高中中专及以下,离异丧偶,山西运城,流浪者,离异,运城," 本人真诚稳重、坦诚有责任感,善良有爱心，沉稳执着永不言败。善于做人际关系，有空还是喜欢宅在家里，厨艺不错。本人真诚征婚，有一个女儿，12岁了。......"
大专,168,已经购车,已购住房,55,天秤座,汉族,羊,O,"18,30","150,165",不限,不限,不限,不限,尋找有緣人,离异,东莞,"我是来自江西赣州的一位打工人士,现在东莞一家电子公司做工程技术主管,希望往后能与有缘的朋友成为好朋友或是相爱的恋人!有缘的人有缘的心,相…..."
本科,175,暂未购车,已购住房,70,金牛座,汉族,蛇,--,"58,65","158,165",不限,不限,不限,不限,海滩拾贝,离异,海淀,有一个词叫“冻龄”，好像是演员的专利。我不是演员，有幸也是我的专利。本人从相貌、身体、心里、生理……全方位都冻龄在五十几岁；而且身体健康无三高，帅气犹存，经济良好，性格随和；喜旅游…
本科,178,已购车（中档型）,已购房,72,金牛座,汉族,虎,B,"30,40","150,",不限,不限,不限,不限,期待,离异,浦东新区,第一次上这样的平台，希望通过这个平台找到属于自己的另一半...
大专,165,暂未购车,已购住房,60,水瓶座,汉族,龙,AB,"28,36","153,162",不限,不限,未婚,广西,大漠孤烟,未婚,南宁,希望2015年结束单身生活!我是想找人结婚    希望大家多了解。感谢你看我的独白，我会带着十二分的诚意看你的来信，希望你也带着八分的诚意来信，你要…
本科,167,暂未购车,已购住房,70,双子座,汉族,龙,O,"27,44","不限,",不限,不限,不限,福建,行者无疆,未婚,福州,平日里喜欢跟朋友去爬山或者外出旅游，我对一些古镇、古村落、水乡等一些承载着浓郁传统文化的景点情有独钟。   生活中的我虽然展露更多的是静的一面，但兴趣广泛、知识面广的我绝对是你高兴…
本科,174,已经购车,已购住房,70,金牛座,汉族,猪,O,"18,35","160,",不限,不限,未婚,不限,深邃的眼神,未婚,马鞍山,希望我们能遇到一个干净的人，没有蓄谋已久离开的心思，没有藏着掖着的行为，只把真诚、阳光和爱给你。一个人爱不爱你，不要去问，只需要用心去感受，其实爱没有那么难懂，只有两个字“心疼”。…
本科,176,已购车（经济型）,已购住房,--,处女座,汉族,羊,--,"30,38","160,175",不限,本科或以上,未婚离异,上海,原味,未婚,闵行,之前因为账号被盗，所以有投诉记录，后向客服申诉经验证恢复使用。    岁月在流逝，只想找个和我相携一生的伴侣，那是最美的风景：一杯浓浓的咖啡，露台上的两把藤椅上两个慢慢老去的爱人，…
本科,178,暂未购车,与父母同住,70,狮子座,汉族,兔,--,"不限,","不限,",不限,不限,不限,不限,leon,未婚,奉贤,相互信任，彼此拥有。        就象在沙漠中发现一片绿洲，在黑暗中亮起一片火花，在寂静中感念一声召唤...        我是上海奉贤人，一直在当地居住生活。除了大学是在北京上…
本科,165,暂未购车,已购房,70,天秤座,汉族,蛇,A,"35,44","156,165",不限,不限,未婚离异,北京,没你不行,未婚,丰台,"本人是个 外表斯文内心单纯的人,习惯了一个人的生活,现在我想找到一位另我心仪的女孩子做我的女朋友,把我的心交给她来保管,希望能给她带来快乐,让我成为她可信赖的人,我愿成为她冬天里的…"
本科,174,暂未购车,已购住房,75,白羊座,汉族,虎,A,"34,38","不限,",不限,不限,不限,不限,落叶废墟,未婚,浦东新区,"秋日的落叶,千年的废墟,历史的沉淀,人类的尘埃..."
本科,181,暂未购车,与父母同住,80,双鱼座,汉族,猴,B,"24,35","155,185",不限,不限,不限,辽宁黑龙江吉林北京天津内蒙古浙江,77,未婚,沈阳,对整个世界来说，你是一个人，而对一个人来说，你就是整个世界。食物失散食物就弃把！ 我会在这里等着你的到来，期待我们的爱情开花结果，期待把我们的小窝布置得浪漫温馨，一 回到家就有 …
